system,n_atoms,n_configs,valid_energy_configs,energy_split_excluded,low_energy_configs,middle_energy_configs,high_energy_configs,train_configs,val_configs,test_id_configs,test_ood_configs,train_dft_available,val_dft_available,test_id_dft_available,test_ood_dft_available,train_cc_available,val_cc_available,test_id_cc_available,test_ood_cc_available
C7H18N2O1,28,29,28,False,14,1,13,8,3,3,13,8,3,3,13,0,0,0,0
C7H18N2O2,29,155,150,False,75,7,68,45,15,15,68,45,15,15,68,0,0,0,2
C7H18N2O3,30,44,43,False,22,2,19,13,5,4,19,13,5,4,19,0,0,0,0
C7H18N2O4,31,107,105,False,53,5,47,32,11,10,47,32,11,10,47,0,0,0,0
C7H18N4,29,55,54,False,27,3,24,16,6,5,24,16,6,5,24,0,0,0,0
C7H18N4O1,30,222,221,False,111,10,100,67,22,22,100,67,22,22,100,0,0,0,0
C7H18N4O2,31,373,363,False,182,18,163,109,37,36,163,109,37,36,163,4,3,4,2
C7H18N4O3,32,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H18N6,31,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H18O2,27,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H19N1O2,29,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H19N1O3,30,6,6,False,3,0,3,2,1,0,3,2,1,0,3,0,0,0,0
C7H19N1O4,31,4,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H19N3,29,213,207,False,104,10,93,62,21,21,93,62,21,21,93,5,6,2,2
C7H19N3O1,30,39,39,False,20,1,18,12,4,4,18,12,4,4,18,0,0,0,0
C7H19N3O2,31,49,49,False,25,2,22,15,5,5,22,15,5,5,22,0,0,0,0
C7H19N3O3,32,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H19N5,31,59,59,False,30,2,27,18,6,6,27,18,6,6,27,3,0,0,0
C7H19N5O2,33,274,268,False,134,13,121,80,27,27,121,80,27,27,121,7,0,4,5
C7H19N5O3,34,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H1N1,9,147,143,False,72,7,64,43,15,14,64,43,15,14,64,6,3,2,7
C7H1N3,11,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H20N2,29,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H20N2O1,30,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H20N2O2,31,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H20N2O3,32,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H20N4,31,9,9,False,5,0,4,3,1,1,4,3,1,1,4,0,0,0,0
C7H20N4O1,32,49,48,False,24,2,22,14,5,5,22,14,5,5,22,0,0,0,0
C7H20N6O3,36,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H21N3O1,32,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H21N3O2,33,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H21N5,33,15,15,False,8,0,7,5,2,1,7,5,2,1,7,0,0,0,0
C7H21N5O2,35,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H22N4O1,34,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H22N6O2,37,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H2N2,11,17,15,False,8,0,7,5,2,1,7,5,2,1,7,0,0,0,0
C7H2N2O2,13,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H2N2O3,14,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H2N4O1,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H2O1,10,89,86,False,43,4,39,26,9,8,39,26,9,8,39,6,0,0,7
C7H3N1,11,752,736,False,368,37,331,221,74,73,331,221,74,73,331,38,7,18,42
C7H3N1O1,12,47,43,False,22,2,19,13,5,4,19,13,5,4,19,3,2,1,5
C7H3N1O2,13,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H3N1O3,14,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H3N1O4,15,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H3N3,13,133,133,False,67,6,60,40,14,13,60,40,14,13,60,5,3,1,8
C7H3N3O1,14,6,6,False,3,0,3,2,1,0,3,2,1,0,3,0,0,0,0
C7H3N3O2,15,20,20,False,10,1,9,6,2,2,9,6,2,2,9,1,0,0,0
C7H3N5,15,2,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H4,11,265,262,False,131,13,118,79,26,26,118,79,26,26,118,11,3,1,14
C7H4N2,13,86,76,False,38,4,34,23,8,7,34,23,8,7,34,7,1,1,6
C7H4N2O1,14,7,7,False,4,0,3,2,1,1,3,2,1,1,3,0,0,0,0
C7H4N2O2,15,142,138,False,69,7,62,41,14,14,62,41,14,14,62,6,3,0,10
C7H4N2O3,16,288,287,False,144,14,129,86,29,29,129,86,29,29,129,26,5,4,15
C7H4N4,15,643,494,False,247,25,222,148,50,49,222,148,50,49,222,20,7,4,32
C7H4N4O1,16,162,158,False,79,8,71,47,16,16,71,47,16,16,71,3,3,2,8
C7H4O1,12,1316,1297,False,649,64,584,389,130,130,584,389,130,130,584,38,12,15,60
C7H4O2,13,125,111,False,56,5,50,34,11,11,50,34,11,11,50,6,3,5,6
C7H4O3,14,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H5N1,13,1447,1414,False,707,71,636,424,142,141,636,424,142,141,636,36,10,12,65
C7H5N1O1,14,1327,1215,False,608,60,547,365,122,121,547,365,122,121,547,40,13,11,59
C7H5N1O2,15,392,388,False,194,19,175,116,39,39,175,116,39,39,175,8,3,2,20
C7H5N1O3,16,704,516,False,258,26,232,155,52,51,232,155,52,51,232,19,15,10,28
C7H5N1O4,17,974,681,False,341,33,307,205,68,68,307,205,68,68,307,25,10,11,48
C7H5N3,15,3,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H5N3O1,16,154,151,False,76,7,68,46,15,15,68,46,15,15,68,9,5,2,6
C7H5N3O2,17,1161,1003,False,502,50,451,301,101,100,451,301,101,100,451,34,13,12,49
C7H5N5,17,157,157,False,79,7,71,47,16,16,71,47,16,16,71,11,5,3,6
C7H6,13,696,696,False,348,35,313,209,70,69,313,209,70,69,313,8,5,6,28
C7H6N2,15,1103,1004,False,502,50,452,301,101,100,452,301,101,100,452,39,15,9,56
C7H6N2O1,16,593,586,False,293,29,264,176,59,58,264,176,59,58,264,25,9,8,42
C7H6N2O2,17,1097,1089,False,545,54,490,327,109,109,490,327,109,109,490,42,18,23,73
C7H6N2O3,18,205,204,False,102,10,92,61,21,20,92,61,21,20,92,4,2,3,15
C7H6N4,17,1321,1164,False,582,58,524,349,117,116,524,349,117,116,524,60,13,20,61
C7H6N4O1,18,711,707,False,354,35,318,212,71,71,318,212,71,71,318,25,9,9,36
C7H6N4O2,19,483,330,False,165,16,149,99,33,33,149,99,33,33,149,13,3,9,21
C7H6N4O3,20,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H6N6,19,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H6O1,14,5146,5031,False,2516,251,2264,1510,503,503,2264,1510,503,503,2264,201,78,56,258
C7H6O2,15,1554,1153,False,577,57,519,346,116,115,519,346,116,115,519,44,21,14,60
C7H6O3,16,1235,1223,False,612,61,550,367,123,122,550,367,123,122,550,49,20,17,72
C7H6O4,17,1844,1535,False,768,76,691,461,154,153,691,461,154,153,691,56,21,19,79
C7H6O5,18,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H7N1,15,5248,5143,False,2572,257,2314,1543,515,514,2314,1543,515,514,2314,196,49,79,288
C7H7N1O1,16,3762,2008,False,1004,100,904,602,201,201,904,602,201,201,904,79,19,21,119
C7H7N1O2,17,1527,463,False,232,23,208,139,47,46,208,139,47,46,208,18,7,5,25
C7H7N1O3,18,4452,3090,False,1545,154,1391,927,309,309,1391,927,309,309,1391,122,46,44,164
C7H7N1O4,19,1709,842,False,421,42,379,253,84,84,379,253,84,84,379,41,13,11,43
C7H7N1O5,20,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H7N3,17,626,459,False,230,22,207,138,46,46,207,138,46,46,207,25,6,7,22
C7H7N3O1,18,1695,1665,False,833,83,749,500,167,166,749,500,167,166,749,60,13,22,91
C7H7N3O2,19,1122,964,False,482,48,434,289,97,96,434,289,97,96,434,33,10,20,48
C7H7N3O3,20,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H7N3O4,21,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H7N5,19,443,295,False,148,14,133,89,30,29,133,89,30,29,133,11,5,4,20
C7H7N5O1,20,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H7N7,21,121,117,False,59,5,53,35,12,12,53,35,12,12,53,5,0,1,0
C7H8,15,1968,1950,False,975,97,878,585,195,195,878,585,195,195,878,44,10,8,98
C7H8N2,17,2383,1917,False,959,95,863,575,192,192,863,575,192,192,863,77,24,26,100
C7H8N2O1,18,2862,409,False,205,20,184,123,41,41,184,123,41,41,184,23,7,6,31
C7H8N2O2,19,5098,3834,False,1917,192,1725,1150,384,383,1725,1150,384,383,1725,141,50,45,186
C7H8N2O3,20,1332,1322,False,661,66,595,397,132,132,595,397,132,132,595,34,15,17,75
C7H8N2O4,21,5,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8N4,19,1738,1433,False,717,71,645,430,144,143,645,430,144,143,645,62,18,24,69
C7H8N4O1,20,953,798,False,399,40,359,239,80,80,359,239,80,80,359,31,10,10,41
C7H8N4O2,21,366,360,False,180,18,162,108,36,36,162,108,36,36,162,5,3,4,3
C7H8N4O3,22,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8N4O4,23,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8N6,21,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8N6O2,23,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8O1,16,17017,14660,False,7330,733,6597,4398,1466,1466,6597,4398,1466,1466,6597,419,162,148,774
C7H8O2,17,4455,3518,False,1759,176,1583,1055,352,352,1583,1055,352,352,1583,138,40,45,231
C7H8O3,18,385,369,False,185,18,166,111,37,37,166,111,37,37,166,16,5,5,26
C7H8O4,19,2129,1478,False,739,74,665,443,148,148,665,443,148,148,665,47,18,9,70
C7H8O5,20,20,17,False,9,0,8,5,2,2,8,5,2,2,8,3,0,1,1
C7H8O6,21,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H9N1,17,18484,16204,False,8102,810,7292,4861,1621,1620,7292,4861,1621,1620,7292,504,132,154,940
C7H9N1O1,18,9382,6146,False,3073,307,2766,1844,615,614,2766,1844,615,614,2766,197,81,80,354
C7H9N1O2,19,1911,1331,False,666,66,599,400,133,133,599,400,133,133,599,52,22,18,70
C7H9N1O3,20,1035,874,False,437,44,393,262,88,87,393,262,88,87,393,42,15,13,39
C7H9N1O4,21,151,141,False,71,6,64,43,14,14,64,43,14,14,64,2,0,1,1
C7H9N1O5,22,112,105,False,53,5,47,32,11,10,47,32,11,10,47,5,1,1,1
C7H9N3,19,1387,616,False,308,31,277,185,62,61,277,185,62,61,277,35,8,10,36
C7H9N3O1,20,735,575,False,288,28,259,173,58,57,259,173,58,57,259,25,12,12,32
C7H9N3O2,21,1415,1400,False,700,70,630,420,140,140,630,420,140,140,630,20,5,6,9
C7H9N3O3,22,95,88,False,44,4,40,26,9,9,40,26,9,9,40,0,0,0,3
C7H9N3O4,23,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H9N5,21,789,779,False,390,38,351,234,78,78,351,234,78,78,351,21,4,10,7
C7H9N5O1,22,415,409,False,205,20,184,123,41,41,184,123,41,41,184,4,1,2,2
C7H9N5O2,23,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H9N5O3,24,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H9N7O1,24,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H10,18,7544,5937,False,2969,296,2672,1781,594,594,2672,1781,594,594,2672,186,64,69,329
C8H10N2,20,477,477,False,239,23,215,143,48,48,215,143,48,48,215,11,8,6,29
C8H10N2O1,21,1700,1197,False,599,59,539,359,120,120,539,359,120,120,539,30,5,12,7
C8H10N2O2,22,1840,1797,False,899,89,809,539,180,180,809,539,180,180,809,41,12,14,13
C8H10N2O3,23,238,231,False,116,11,104,70,23,23,104,70,23,23,104,3,0,0,2
C8H10N2O4,24,6,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H10N4,22,1062,1050,False,525,52,473,315,105,105,473,315,105,105,473,21,6,11,11
C8H10N4O1,23,1297,845,False,423,42,380,254,85,84,380,254,85,84,380,4,3,3,10
C8H10N4O2,24,5,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H10N4O3,25,146,142,False,71,7,64,43,14,14,64,43,14,14,64,11,3,3,2
C8H10N6,24,278,278,False,139,14,125,83,28,28,125,83,28,28,125,13,1,1,4
C8H10N6O1,25,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H10O1,19,4533,3225,False,1613,161,1451,968,323,322,1451,968,323,322,1451,109,38,35,194
C8H10O2,20,1227,1214,False,607,61,546,364,122,121,546,364,122,121,546,38,12,22,64
C8H10O3,21,1487,1468,False,734,73,661,440,147,147,661,440,147,147,661,12,8,8,14
C8H10O4,22,147,141,False,71,6,64,43,14,14,64,43,14,14,64,1,0,0,3
C8H10O5,23,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H10O6,24,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H11N1,20,5337,4296,False,2148,215,1933,1289,430,429,1933,1289,430,429,1933,176,63,53,229
C8H11N1O1,21,1036,629,False,315,31,283,189,63,63,283,189,63,63,283,5,1,3,7
C8H11N1O2,22,1477,1454,False,727,73,654,436,146,145,654,436,146,145,654,16,6,5,14
C8H11N1O3,23,1147,1130,False,565,56,509,339,113,113,509,339,113,113,509,20,4,2,10
C8H11N1O4,24,363,340,False,170,17,153,102,34,34,153,102,34,34,153,7,4,4,1
C8H11N1O5,25,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H11N3,22,1158,986,False,493,49,444,296,99,98,444,296,99,98,444,25,10,9,11
C8H11N3O1,23,1087,931,False,466,46,419,280,93,93,419,280,93,93,419,20,6,3,10
C8H11N3O2,24,244,237,False,119,11,107,71,24,24,107,71,24,24,107,2,1,3,3
C8H11N3O3,25,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H11N5,24,871,714,False,357,36,321,214,72,71,321,214,72,71,321,8,1,0,2
C8H11N5O1,25,741,713,False,357,35,321,214,72,71,321,214,72,71,321,23,8,8,7
C8H11N5O2,26,279,273,False,137,13,123,82,28,27,123,82,28,27,123,2,2,0,5
C8H11N7O1,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12,20,6094,5891,False,2946,294,2651,1768,589,589,2651,1768,589,589,2651,160,51,46,295
C8H12N2,22,1484,1195,False,598,59,538,359,120,119,538,359,120,119,538,15,3,5,10
C8H12N2O1,23,839,655,False,328,32,295,197,66,65,295,197,66,65,295,9,3,7,6
C8H12N2O2,24,2998,2335,False,1168,116,1051,701,234,233,1051,701,234,233,1051,47,10,11,12
C8H12N2O3,25,350,335,False,168,16,151,101,34,33,151,101,34,33,151,2,0,2,3
C8H12N2O4,26,7,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12N2O7,29,556,536,False,268,27,241,161,54,53,241,161,54,53,241,20,6,10,30
C8H12N4,24,889,597,False,299,29,269,179,60,60,269,179,60,60,269,8,2,5,5
C8H12N4O1,25,1038,1017,False,509,50,458,305,102,102,458,305,102,102,458,15,4,5,8
C8H12N4O2,26,9,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12N4O3,27,1066,1026,False,513,51,462,308,103,102,462,308,103,102,462,15,2,5,12
C8H12N6,26,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12N6O1,27,129,127,False,64,6,57,38,13,13,57,38,13,13,57,5,2,1,0
C8H12N6O2,28,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12N6O3,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H12O1,21,4016,3449,False,1725,172,1552,1035,345,345,1552,1035,345,345,1552,22,6,7,40
C8H12O2,22,569,295,False,148,14,133,89,30,29,133,89,30,29,133,4,0,1,3
C8H12O3,23,667,657,False,329,32,296,197,66,66,296,197,66,66,296,17,3,1,14
C8H12O4,24,632,441,False,221,21,199,133,44,44,199,133,44,44,199,1,0,0,2
C8H13N1,22,5850,5056,False,2528,253,2275,1517,506,505,2275,1517,506,505,2275,23,8,7,56
C8H13N1O1,23,497,65,False,33,3,29,20,7,6,29,20,7,6,29,0,1,0,0
C8H13N1O2,24,869,540,False,270,27,243,162,54,54,243,162,54,54,243,6,3,2,1
C8H13N1O3,25,746,735,False,368,36,331,221,74,73,331,221,74,73,331,12,9,4,6
C8H13N1O5,27,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N3,24,528,197,False,99,9,89,59,20,20,89,59,20,20,89,3,1,1,4
C8H13N3O1,25,1157,1147,False,574,57,516,344,115,115,516,344,115,115,516,7,3,4,11
C8H13N3O2,26,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N3O3,27,6,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N3O6,30,1129,1089,False,545,54,490,327,109,109,490,327,109,109,490,18,4,11,4
C8H13N5,26,533,517,False,259,25,233,155,52,52,233,155,52,52,233,12,6,5,4
C8H13N5O1,27,449,434,False,217,22,195,130,44,43,195,130,44,43,195,16,3,1,5
C8H13N5O2,28,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N5O3,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N7,28,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H13N7O2,30,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H14,22,1432,1380,False,690,69,621,414,138,138,621,414,138,138,621,15,4,6,30
C8H14N2,24,233,232,False,116,12,104,70,23,23,104,70,23,23,104,6,3,0,0
C8H14N2O1,25,308,302,False,151,15,136,91,30,30,136,91,30,30,136,0,0,0,0
C8H14N2O2,26,919,912,False,456,46,410,274,91,91,410,274,91,91,410,3,0,0,3
C8H14N2O3,27,988,941,False,471,46,424,283,94,94,424,283,94,94,424,12,7,3,8
C8H14N2O4,28,1137,1092,False,546,55,491,328,109,109,491,328,109,109,491,11,6,4,16
C8H14N2O5,29,1019,979,False,490,48,441,294,98,98,441,294,98,98,441,18,5,4,3
C8H14N2O6,30,2020,1939,False,970,96,873,582,194,194,873,582,194,194,873,57,16,8,32
C8H14N4,26,720,715,False,358,35,322,215,72,71,322,215,72,71,322,14,2,7,9
C8H14N4O1,27,316,310,False,155,15,140,93,31,31,140,93,31,31,140,2,1,0,1
C8H14N4O2,28,141,132,False,66,7,59,40,13,13,59,40,13,13,59,3,0,0,0
C8H14N4O3,29,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H14N4O5,31,573,553,False,277,27,249,166,56,55,249,166,56,55,249,13,2,3,23
C8H14N6,28,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H14N6O1,29,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H14N6O3,31,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H14O1,23,1608,1133,False,567,56,510,340,114,113,510,340,114,113,510,6,2,3,9
C8H14O2,24,196,52,False,26,3,23,16,5,5,23,16,5,5,23,0,0,0,0
C8H14O3,25,481,473,False,237,23,213,142,48,47,213,142,48,47,213,8,1,3,3
C8H14O4,26,312,309,False,155,15,139,93,31,31,139,93,31,31,139,5,1,1,8
C8H14O5,27,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H15N1,24,2131,1861,False,931,92,838,559,186,186,838,559,186,186,838,7,3,1,17
C8H15N1O1,25,542,533,False,267,26,240,160,54,53,240,160,54,53,240,7,1,2,4
C8H15N1O2,26,396,389,False,195,19,175,117,39,39,175,117,39,39,175,4,1,1,2
C8H15N1O3,27,949,937,False,469,46,422,281,94,94,422,281,94,94,422,6,3,2,7
C8H15N1O4,28,246,237,False,119,11,107,71,24,24,107,71,24,24,107,10,3,4,2
C8H15N1O5,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H15N3,26,374,370,False,185,18,167,111,37,37,167,111,37,37,167,3,1,4,3
C8H15N3O1,27,840,836,False,418,42,376,251,84,83,376,251,84,83,376,4,2,0,1
C8H15N3O2,28,104,101,False,51,4,46,31,10,10,46,31,10,10,46,0,0,1,1
C8H15N3O3,29,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H15N3O4,30,1032,990,False,495,49,446,297,99,99,446,297,99,99,446,18,4,6,4
C8H15N3O5,31,1855,1775,False,888,88,799,533,178,177,799,533,178,177,799,27,8,16,14
C8H15N5,28,289,285,False,143,14,128,86,29,28,128,86,29,28,128,6,0,2,2
C8H15N5O1,29,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H15N5O2,30,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16,24,471,462,False,231,23,208,139,46,46,208,139,46,46,208,8,3,2,10
C8H16N2,26,992,962,False,481,48,433,289,96,96,433,289,96,96,433,14,6,6,8
C8H16N2O1,27,892,869,False,435,43,391,261,87,87,391,261,87,87,391,20,9,5,10
C8H16N2O2,28,768,764,False,382,38,344,229,77,76,344,229,77,76,344,5,4,1,6
C8H16N2O3,29,2227,2101,False,1051,104,946,631,210,210,946,631,210,210,946,21,7,5,14
C8H16N2O4,30,1255,1208,False,604,60,544,362,121,121,544,362,121,121,544,18,12,12,24
C8H16N2O5,31,510,489,False,245,24,220,147,49,49,220,147,49,49,220,7,4,5,20
C8H16N4,28,427,425,False,213,21,191,128,43,42,191,128,43,42,191,4,3,3,4
C8H16N4O2,30,6,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16N6,30,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16N6O1,31,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16N6O2,32,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16O1,25,106,92,False,46,5,41,28,9,9,41,28,9,9,41,2,0,0,0
C8H16O2,26,239,234,False,117,12,105,70,24,23,105,70,24,23,105,6,1,2,3
C8H16O3,27,232,231,False,116,11,104,70,23,23,104,70,23,23,104,3,2,0,5
C8H16O4,28,288,283,False,142,14,127,85,29,28,127,85,29,28,127,9,2,4,4
C8H16O5,29,117,113,False,57,5,51,34,12,11,51,34,12,11,51,0,0,0,0
C8H16O6,30,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H16O7,31,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H17N1,26,191,166,False,83,8,75,50,17,16,75,50,17,16,75,0,0,0,0
C8H17N1O1,27,385,379,False,190,18,171,114,38,38,171,114,38,38,171,11,3,1,1
C8H17N1O2,28,124,121,False,61,5,55,37,12,12,55,37,12,12,55,0,0,0,0
C8H17N1O3,29,577,570,False,285,28,257,171,57,57,257,171,57,57,257,3,1,0,8
C8H17N1O4,30,209,209,False,105,10,94,63,21,21,94,63,21,21,94,3,0,0,2
C8H17N1O5,31,125,125,False,63,6,56,38,13,12,56,38,13,12,56,1,1,0,3
C8H17N3,28,495,481,False,241,23,217,145,48,48,217,145,48,48,217,8,2,3,10
C8H17N3O1,29,651,642,False,321,32,289,193,64,64,289,193,64,64,289,3,1,0,2
C8H17N3O2,30,116,114,False,57,6,51,34,12,11,51,34,12,11,51,0,1,2,2
C8H17N3O3,31,791,750,False,375,37,338,225,75,75,338,225,75,75,338,5,1,1,5
C8H17N3O5,33,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H17N5,30,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H17N5O1,31,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H17N5O2,32,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H17N5O3,33,1070,1030,False,515,51,464,309,103,103,464,309,103,103,464,26,6,9,8
C8H17N7,32,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N2,28,230,221,False,111,10,100,67,22,22,100,67,22,22,100,0,0,0,1
C8H18N2O1,29,917,889,False,445,44,400,267,89,89,400,267,89,89,400,12,6,6,8
C8H18N2O2,30,562,558,False,279,28,251,167,56,56,251,167,56,56,251,3,0,2,3
C8H18N2O3,31,117,111,False,56,5,50,34,11,11,50,34,11,11,50,0,0,0,0
C8H18N2O4,32,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N2O5,33,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N2O6,34,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N4,30,341,333,False,167,16,150,100,34,33,150,100,34,33,150,5,3,3,5
C8H18N4O1,31,112,110,False,55,5,50,33,11,11,50,33,11,11,50,0,0,0,0
C8H18N4O2,32,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N4O3,33,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18N6,32,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18O1,27,2,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H18O2,28,139,139,False,70,6,63,42,14,14,63,42,14,14,63,0,0,0,0
C8H18O3,29,16,16,False,8,1,7,5,2,1,7,5,2,1,7,0,0,0,0
C8H18O4,30,20,20,False,10,1,9,6,2,2,9,6,2,2,9,0,0,0,0
C8H19N1,28,5,5,False,3,0,2,2,1,0,2,2,1,0,2,0,0,0,0
C8H19N1O1,29,110,110,False,55,5,50,33,11,11,50,33,11,11,50,0,0,0,3
C8H19N1O2,30,33,33,False,17,1,15,10,4,3,15,10,4,3,15,0,0,0,0
C8H19N1O3,31,58,57,False,29,2,26,17,6,6,26,17,6,6,26,0,0,0,0
C8H19N1O5,33,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C8H19N3,30,66,65,False,33,3,29,20,7,6,29,20,7,6,29,0,0,0,0
C8H19N3O1,31,419,414,False,207,21,186,124,42,41,186,124,42,41,186,2,1,0,3
C8H19N3O2,32,127,124,False,62,6,56,37,13,12,56,37,13,12,56,1,0,1,3
C8H19N3O3,33,2,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
